,车号,CollectTime,加速踏板位置,电池包主负继电器状态,电池包主正继电器状态,制动踏板状态,驾驶员离开提示,主驾驶座占用状态,驾驶员安全带状态,手刹状态,整车钥匙状态,低压蓄电池电压,整车当前档位状态,整车当前总电流,整车当前总电压,车速,方向盘转角,time_delta,time_delta_5,电池包主负继电器状态cate,if_off,if_on,v_diff1,v_diff2,v_diff3,v_diff4,a_min5,a_mean5,a_max3
1782,121,2020-12-02 07:59:21,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.91,前进,4.3,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.6916666666666667,0.0,0.0,-0.6015,-0.2005,-0.6015
1783,121,2020-12-02 07:59:23,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.91,前进,1.8,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.2604,0.0,0.0,0.0,0.0,0.0
1784,121,2020-12-02 07:59:25,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.91,前进,1.8,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.040100000000000004,0.0,0.0,0.0,0.0,0.0
1785,121,2020-12-02 07:59:27,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.91,前进,1.6,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1786,121,2020-12-02 07:59:29,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.91,前进,1.7,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1787,121,2020-12-02 07:59:31,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.91,前进,1.6,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1788,121,2020-12-02 07:59:33,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.91,前进,1.7,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1789,121,2020-12-02 07:59:35,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.91,前进,1.6,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1790,121,2020-12-02 07:59:37,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.91,前进,1.7,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1791,121,2020-12-02 07:59:39,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.91,前进,1.6,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1792,121,2020-12-02 07:59:41,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.91,前进,1.6,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1793,121,2020-12-02 07:59:43,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.91,前进,1.7,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1794,121,2020-12-02 07:59:45,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.91,前进,1.6,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1795,121,2020-12-02 07:59:47,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.91,前进,1.6,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1796,121,2020-12-02 07:59:49,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.91,前进,1.7,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1797,121,2020-12-02 07:59:51,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.91,前进,1.7,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1798,121,2020-12-02 07:59:53,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.91,前进,1.7,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1799,121,2020-12-02 07:59:55,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.96,前进,1.6,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1800,121,2020-12-02 07:59:57,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.96,前进,1.6,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1801,121,2020-12-02 07:59:59,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.96,前进,1.6,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1802,121,2020-12-02 08:00:01,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.91,前进,1.7,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1803,121,2020-12-02 08:00:03,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.91,前进,1.7,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1804,121,2020-12-02 08:00:05,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.96,前进,1.7,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1805,121,2020-12-02 08:00:07,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.91,前进,1.7,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1806,121,2020-12-02 08:00:09,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.91,前进,1.6,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1807,121,2020-12-02 08:00:11,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.96,前进,1.7,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1808,121,2020-12-02 08:00:13,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.96,前进,1.6,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1809,121,2020-12-02 08:00:15,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.91,前进,1.7,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1810,121,2020-12-02 08:00:17,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.96,前进,1.6,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1811,121,2020-12-02 08:00:19,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.96,前进,3.0,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1812,121,2020-12-02 08:00:21,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.84,前进,3.2,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1813,121,2020-12-02 08:00:23,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.84,前进,3.9,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1814,121,2020-12-02 08:00:25,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.84,前进,2.7,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1815,121,2020-12-02 08:00:27,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.84,前进,3.7,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1816,121,2020-12-02 08:00:29,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.84,前进,5.6,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1817,121,2020-12-02 08:00:31,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.84,前进,4.1,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1818,121,2020-12-02 08:00:33,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.84,前进,4.4,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1819,121,2020-12-02 08:00:35,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.84,前进,5.2,120.7,0.0,2.0,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1820,121,2020-12-02 08:00:37,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.84,前进,5.3,120.7,0.0,1.938,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1821,121,2020-12-02 08:00:39,0.0,连接,连接,踩下,No Warning,有人,已系,手刹拉起,ON,13.84,前进,5.4,120.7,0.0,2.688,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
1822,121,2020-12-02 08:00:41,0.0,连接,连接,踩下,No Warning,有人,已系,手刹放下,ON,13.84,前进,5.3,120.7,0.0,2.625,2.0,10.0,1,0.0,0.0,0.0,-0.0,0.0,0.086,0.0,0.0,0.0
1823,121,2020-12-02 08:00:43,19.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.89,前进,6.2,120.7,0.172,2.313,2.0,10.0,1,0.0,0.0,0.086,-0.0,0.172,2.703,0.0,0.028666666666666663,0.0
1824,121,2020-12-02 08:00:45,26.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.89,前进,24.7,120.1,5.577999999999999,-10.686999999999898,2.0,10.0,1,0.0,0.0,2.703,-0.0,5.406,2.9375,0.0,0.9296666666666665,0.0
1825,121,2020-12-02 08:00:47,21.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.91,前进,26.2,120.1,11.453,5.188,2.0,10.0,1,0.0,0.0,2.9375,-0.0,5.875,-0.8434999999999997,0.086,1.9088333333333332,0.086
1826,121,2020-12-02 08:00:49,7.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.91,前进,1.9,120.7,9.766,-0.4369999999998981,2.0,10.0,1,0.0,0.0,-0.8434999999999997,-0.0057333333333333325,-1.6869999999999994,0.7030000000000003,-0.8434999999999997,1.599,-0.8434999999999997
1827,121,2020-12-02 08:00:51,28.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,14.01,前进,35.5,120.1,11.172,-2.936999999999898,2.0,10.0,1,0.0,0.0,0.7030000000000003,-0.19166666666666662,1.4060000000000006,4.5625,-0.8434999999999997,0.9323333333333336,-0.8434999999999997
1828,121,2020-12-02 08:00:53,34.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.91,前进,85.3,118.8,20.297,-21.875,2.0,10.0,1,0.0,0.0,4.5625,-0.5734333333333332,9.125,1.304499999999999,-0.8434999999999997,1.4740000000000002,-0.8434999999999997
1829,121,2020-12-02 08:00:55,9.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.96,前进,14.1,120.1,22.906,-24.81199999999989,2.0,10.0,1,0.0,0.0,1.304499999999999,-0.8932333333333332,2.608999999999998,-1.7734999999999985,0.7030000000000003,2.19,0.7030000000000003
1830,121,2020-12-02 08:00:57,0.0,连接,连接,踩下,No Warning,有人,已系,手刹放下,ON,13.91,前进,-11.5,120.7,19.359,-43.375,2.0,10.0,1,0.0,0.0,-1.7734999999999985,-1.0796999999999999,-3.546999999999997,-2.0465000000000018,-1.7734999999999985,1.3645000000000003,-1.7734999999999985
1831,121,2020-12-02 08:00:59,0.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.96,前进,-3.7,120.7,15.265999999999998,-71.125,2.0,10.0,1,0.0,0.0,-2.0465000000000018,-1.3744999999999998,-4.0930000000000035,0.8825000000000003,-2.0465000000000018,-0.8385000000000004,-2.0465000000000018
1832,121,2020-12-02 08:01:01,34.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.89,前进,69.0,119.5,17.031,-53.625,2.0,10.0,1,0.0,0.0,0.8825000000000003,-1.8125,1.7650000000000006,4.9375,-2.0465000000000018,-0.9791666666666666,-2.0465000000000018
1833,121,2020-12-02 08:01:03,39.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.96,前进,105.6,118.2,26.906,-0.25,2.0,10.0,1,0.0,0.0,4.9375,-2.0854,9.875,2.6095000000000006,-2.0465000000000018,1.257833333333333,-2.0465000000000018
1834,121,2020-12-02 08:01:05,22.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,14.03,前进,38.5,119.5,32.125,-2.311999999999898,2.0,10.0,1,0.0,0.0,2.6095000000000006,-1.9177000000000004,5.219000000000001,-0.6560000000000006,0.8825000000000003,2.8098333333333336,0.8825000000000003
1835,121,2020-12-02 08:01:07,0.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,14.01,前进,-13.4,120.7,30.813,-2.25,2.0,10.0,1,0.0,0.0,-0.6560000000000006,-1.7218666666666667,-1.3120000000000012,-1.2035,-0.6560000000000006,2.297,-0.6560000000000006
1836,121,2020-12-02 08:01:09,0.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,14.03,前进,-10.5,120.7,28.406,-2.311999999999898,2.0,10.0,1,0.0,0.0,-1.2035,-1.9734333333333336,-2.407,-2.1950000000000003,-1.2035,0.25,-1.2035
1837,121,2020-12-02 08:01:11,36.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.84,前进,1.6,120.7,24.016,0.75,2.0,10.0,1,0.0,0.0,-2.1950000000000003,-2.5354,-4.390000000000001,2.9840000000000018,-2.1950000000000003,-1.3515000000000004,-2.1950000000000003
1838,121,2020-12-02 08:01:13,33.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.96,前进,99.8,118.2,29.984,-0.0619999999998981,2.0,10.0,1,0.0,0.0,2.9840000000000018,-2.9948000000000006,5.9680000000000035,1.0234999999999985,-2.1950000000000003,-0.1381666666666662,-2.1950000000000003
1839,121,2020-12-02 08:01:15,0.0,连接,连接,踩下,No Warning,有人,已系,手刹放下,ON,13.91,前进,-0.1,120.7,32.031,5.313,2.0,10.0,1,0.0,0.0,1.0234999999999985,-3.0448000000000004,2.046999999999997,-4.101499999999994,-2.1950000000000003,0.6041666666666666,-2.1950000000000003
1840,121,2020-12-02 08:01:17,0.0,连接,连接,踩下,No Warning,有人,已系,手刹放下,ON,13.91,前进,-19.3,120.7,23.82800000000001,2.938,2.0,10.0,1,0.0,0.0,-4.101499999999994,-2.7745,-8.202999999999989,-7.679500000000005,-4.101499999999994,-0.03133333333333136,-4.101499999999994
1841,121,2020-12-02 08:01:19,0.0,连接,连接,踩下,No Warning,有人,已系,手刹放下,ON,13.96,前进,0.6,120.7,8.469,-3.436999999999898,2.0,10.0,1,0.0,0.0,-7.679500000000005,-2.7468666666666666,-15.35900000000001,-2.75,-7.679500000000005,-3.5858333333333334,-7.679500000000005
1842,121,2020-12-02 08:01:21,0.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,14.01,前进,2.4,120.7,2.969,4.938,2.0,10.0,1,0.0,0.0,-2.75,-2.8677,-5.5,3.5860000000000003,-7.679500000000005,-4.843666666666667,-7.679500000000005
1843,121,2020-12-02 08:01:23,35.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.84,前进,55.9,119.5,10.141,9.875,2.0,10.0,1,0.0,0.0,3.5860000000000003,-2.8614333333333337,7.172000000000001,2.0934999999999997,-7.679500000000005,-2.2811666666666683,-7.679500000000005
1844,121,2020-12-02 08:01:25,0.0,连接,连接,踩下,No Warning,有人,已系,手刹放下,ON,13.96,前进,-1.6,120.7,14.328,-0.1869999999998981,2.0,10.0,1,0.0,0.0,2.0934999999999997,-2.144266666666667,4.186999999999999,-2.9295,-2.75,0.9765,-2.75
1845,121,2020-12-02 08:01:27,0.0,连接,连接,踩下,No Warning,有人,已系,手刹放下,ON,13.96,前进,2.0,120.7,8.469,-5.811999999999897,2.0,10.0,1,0.0,0.0,-2.9295,-1.1755333333333338,-5.859,-2.8439999999999994,-2.9295,0.9166666666666666,-2.9295
1846,121,2020-12-02 08:01:29,16.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,14.01,前进,1.6,120.7,2.781,-1.125,2.0,10.0,1,0.0,0.0,-2.8439999999999994,-0.7193,-5.687999999999999,2.75,-2.9295,-1.2266666666666666,-2.9295
1847,121,2020-12-02 08:01:31,10.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.96,前进,22.6,120.1,8.281,11.063,2.0,10.0,1,0.0,0.0,2.75,-0.9145999999999999,5.5,1.3984999999999994,-2.9295,-1.0078333333333331,-2.9295
1848,121,2020-12-02 08:01:33,24.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.91,前进,9.4,120.1,11.078,0.4379999999999999,2.0,10.0,1,0.0,0.0,1.3984999999999994,-1.0979333333333332,2.796999999999999,1.625,-2.8439999999999994,0.43483333333333335,-2.8439999999999994
1849,121,2020-12-02 08:01:35,0.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,14.01,前进,0.9,120.7,14.328,0.375,2.0,10.0,1,0.0,0.0,1.625,-0.8526,3.25,1.5389999999999997,1.3984999999999994,1.9244999999999999,1.3984999999999994
1850,121,2020-12-02 08:01:37,34.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.96,前进,62.4,119.5,17.406,3.938,2.0,10.0,1,0.0,0.0,1.5389999999999997,-0.6510333333333332,3.0779999999999994,4.516,1.3984999999999994,1.520833333333333,1.3984999999999994
1851,121,2020-12-02 08:01:39,0.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,14.01,前进,78.1,118.8,26.438,-1.811999999999898,2.0,10.0,1,0.0,0.0,4.516,-0.738,9.032,-1.1174999999999944,1.5389999999999997,2.56,1.5389999999999997
1852,121,2020-12-02 08:01:41,0.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.91,前进,1.7,120.7,24.20300000000001,2.813,2.0,10.0,1,0.0,0.0,-1.1174999999999944,-1.1229,-2.2349999999999888,0.42199999999999527,-1.1174999999999944,1.645833333333335,-1.1174999999999944
1853,121,2020-12-02 08:01:43,25.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.96,前进,36.9,119.5,25.047,0.4379999999999999,2.0,10.0,1,0.0,0.0,0.42199999999999527,-1.4270666666666665,0.8439999999999905,1.0704999999999991,-1.1174999999999944,1.2735000000000003,-1.1174999999999944
1854,121,2020-12-02 08:01:45,0.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.89,前进,4.6,120.1,27.188,1.625,2.0,10.0,1,0.0,0.0,1.0704999999999991,-1.9390666666666665,2.1409999999999982,0.046499999999999986,-1.1174999999999944,0.125,-1.1174999999999944
1855,121,2020-12-02 08:01:47,27.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.89,前进,49.0,119.5,27.281,-0.0619999999998981,2.0,10.0,1,0.0,0.0,0.046499999999999986,-2.2682333333333333,0.09299999999999997,0.14100000000000001,0.046499999999999986,0.5129999999999981,0.046499999999999986
1856,121,2020-12-02 08:01:49,22.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.89,前进,3.9,120.1,27.563,3.5,2.0,10.0,1,0.0,0.0,0.14100000000000001,-2.522933333333334,0.28200000000000003,0.2810000000000006,0.046499999999999986,0.41933333333333306,0.046499999999999986
1857,121,2020-12-02 08:01:51,21.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.91,前进,19.7,120.1,28.125,0.125,2.0,10.0,1,0.0,0.0,0.2810000000000006,-2.547933333333334,0.5620000000000012,0.8360000000000003,0.046499999999999986,0.15616666666666687,0.046499999999999986
1858,121,2020-12-02 08:01:53,35.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.89,前进,64.7,118.8,29.797,-1.375,2.0,10.0,1,0.0,0.0,0.8360000000000003,-2.6505333333333327,1.6720000000000006,2.3749999999999982,0.14100000000000001,0.4193333333333336,0.14100000000000001
1859,121,2020-12-02 08:01:55,32.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.91,前进,72.4,118.8,34.547,1.0,2.0,10.0,1,0.0,0.0,2.3749999999999982,-2.7344,4.7499999999999964,-0.9294999999999973,0.2810000000000006,1.1639999999999997,0.2810000000000006
1860,121,2020-12-02 08:01:57,0.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.91,前进,-37.6,121.3,32.688,0.25,2.0,10.0,1,0.0,0.0,-0.9294999999999973,-2.765633333333333,-1.8589999999999947,-1.7270000000000003,-0.9294999999999973,0.7605000000000004,-0.9294999999999973
1861,121,2020-12-02 08:01:59,26.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.89,前进,29.6,119.5,29.234,4.188,2.0,10.0,1,0.0,0.0,-1.7270000000000003,-2.8495,-3.4540000000000006,1.4454999999999991,-1.7270000000000003,-0.09383333333333314,-1.7270000000000003
1862,121,2020-12-02 08:02:01,19.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.96,前进,28.6,119.5,32.125,0.625,2.0,10.0,1,0.0,0.0,1.4454999999999991,-3.0822999999999996,2.8909999999999982,0.7420000000000009,-1.7270000000000003,-0.4036666666666662,-1.7270000000000003
1863,121,2020-12-02 08:02:03,28.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.89,前进,53.0,119.5,33.609,0.125,2.0,10.0,1,0.0,0.0,0.7420000000000009,-3.2344,1.4840000000000018,-0.3670000000000009,-1.7270000000000003,0.1534999999999999,-1.7270000000000003
1864,121,2020-12-02 08:02:05,7.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.91,前进,-0.8,120.1,32.875,-1.811999999999898,2.0,10.0,1,0.0,0.0,-0.3670000000000009,-3.215633333333333,-0.7340000000000018,-0.75,-0.3670000000000009,0.606833333333333,-0.3670000000000009
1865,121,2020-12-02 08:02:07,22.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.84,前进,30.0,119.5,31.375,3.813,2.0,10.0,1,0.0,0.0,-0.75,-3.1349,-1.5,-0.835999999999995,-0.75,-0.125,-0.75
1866,121,2020-12-02 08:02:09,0.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.96,前进,-17.7,120.7,29.70300000000001,-0.625,2.0,10.0,1,0.0,0.0,-0.835999999999995,-3.1656000000000004,-1.67199999999999,-0.5155000000000047,-0.835999999999995,-0.6509999999999986,-0.835999999999995
1867,121,2020-12-02 08:02:11,17.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.84,前进,25.8,120.1,28.672,-1.25,2.0,10.0,1,0.0,0.0,-0.5155000000000047,-3.286966666666667,-1.0310000000000095,1.2110000000000003,-0.835999999999995,-0.7004999999999999,-0.835999999999995
1868,121,2020-12-02 08:02:13,27.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,14.01,前进,46.3,119.5,31.094,-6.125,2.0,10.0,1,0.0,0.0,1.2110000000000003,-3.261966666666667,2.4220000000000006,2.5625,-0.835999999999995,-0.04683333333333314,-0.835999999999995
1869,121,2020-12-02 08:02:15,38.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.91,前进,97.2,118.2,36.219,-2.125,2.0,10.0,1,0.0,0.0,2.5625,-3.1317666666666666,5.125,2.468500000000006,-0.5155000000000047,1.0859999999999985,-0.5155000000000047
1870,121,2020-12-02 08:02:17,35.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.91,前进,82.5,118.2,41.15600000000001,-0.5,2.0,10.0,1,0.0,0.0,2.468500000000006,-2.991666666666667,4.937000000000012,1.585999999999995,1.2110000000000003,2.080666666666669,1.2110000000000003
1871,121,2020-12-02 08:02:19,22.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.96,前进,45.8,118.8,44.328,-2.561999999999898,2.0,10.0,1,0.0,0.0,1.585999999999995,-2.9823000000000004,3.17199999999999,-0.5625,1.585999999999995,2.205666666666667,1.585999999999995
1872,121,2020-12-02 08:02:21,0.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.89,前进,-22.5,120.7,43.203,-7.5,2.0,10.0,1,0.0,0.0,-0.5625,-3.1995000000000005,-1.125,-4.9765000000000015,-0.5625,1.1640000000000004,-0.5625
1873,121,2020-12-02 08:02:23,0.0,连接,连接,踩下,No Warning,有人,已系,手刹放下,ON,13.89,前进,-35.2,121.3,33.25,-4.625,2.0,10.0,1,0.0,0.0,-4.9765000000000015,-3.615633333333334,-9.953000000000003,-8.0155,-4.9765000000000015,-1.3176666666666688,-4.9765000000000015
1874,121,2020-12-02 08:02:25,0.0,连接,连接,踩下,No Warning,有人,已系,手刹放下,ON,13.89,前进,-12.1,120.7,17.219,-6.875,2.0,10.0,1,0.0,0.0,-8.0155,-4.056766666666667,-16.031,-5.406499999999999,-8.0155,-4.518166666666667,-8.0155
1875,121,2020-12-02 08:02:27,22.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.96,前进,2.3,120.1,6.4060000000000015,-2.875,2.0,10.0,1,0.0,0.0,-5.406499999999999,-4.289566666666667,-10.812999999999999,3.031499999999999,-8.0155,-6.132833333333333,-8.0155
1876,121,2020-12-02 08:02:29,37.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.96,前进,44.8,119.5,12.469,-0.1869999999998981,2.0,10.0,1,0.0,0.0,3.031499999999999,-4.026033333333334,6.062999999999998,4.797,-8.0155,-3.4635,-8.0155
1877,121,2020-12-02 08:02:31,24.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.89,前进,67.7,118.8,22.063,1.5630000000000002,2.0,10.0,1,0.0,0.0,4.797,-3.1224,9.594,-2.0,-5.406499999999999,0.8073333333333329,-5.406499999999999
1878,121,2020-12-02 08:02:33,0.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,13.91,前进,-8.3,120.7,18.063,11.313,2.0,10.0,1,0.0,0.0,-2.0,-1.8958333333333335,-4.0,0.9764999999999997,-2.0,1.9428333333333327,-2.0
1879,121,2020-12-02 08:02:35,21.0,连接,连接,未踩,No Warning,有人,已系,手刹放下,ON,14.03,前进,44.8,119.5,20.016,-3.75,2.0,10.0,1,0.0,0.0,0.9764999999999997,-1.2031333333333336,1.9529999999999994,-1.3514999999999997,-2.0,1.257833333333333,-2.0
